ID,TargetB,TargetD,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemMedIncome,DemPctVeterans,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftAvgLast,GiftTimeFirst,GiftTimeLast,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll
2989,0,,4,17,M,H,85100,61132,27,2,4,1,1,22.5,23.75,25,20,28,16,20,32,34,3,9,10,A,0
38820,1,20,23,84,M,H,133200,68869,38,5,26,4,16,8.4,9.58,9.25,7,124,22,13,32,77,6,16,31,S,1
38812,1,17,3,74,F,H,377200,68869,30,1,6,0,3,17,14.33,,17,75,15,14,32,55,5,5,20,A,1
39935,1,4,33,37,M,U,146400,68869,25,7,8,4,4,4.14,4,4,4,32,21,11,27,27,6,14,12,A,1
38857,0,,10,23,F,U,41900,27793,11,1,1,1,1,50,50,50,50,17,17,11,16,14,5,7,6,F,0
38882,0,,10,45,F,H,53000,27793,21,1,6,0,3,15,9.67,,15,111,26,9,28,56,4,4,24,A,0
36677,0,,17,35,F,U,79000,44248,27,4,4,2,2,8.75,8.75,7.5,10,27,16,14,27,24,6,12,10,A,1
38761,0,,22,45,F,U,111300,0,43,1,11,0,8,18,9.55,,18,115,24,10,29,72,5,5,30,A,1
38924,1,20,8,65,M,H,74000,32229,22,2,2,1,1,15,15,10,20,33,18,10,25,23,4,10,9,A,0
38944,1,25,8,40,M,H,80900,32229,20,1,6,1,5,25,16.33,25,25,105,17,14,32,63,6,15,26,A,1
38958,0,,21,41,F,H,57900,40290,32,8,24,6,11,7.5,5.96,7.17,5,57,18,13,33,54,6,16,21,S,1
6273,0,,17,80,F,H,78300,40290,35,4,40,3,16,10.75,9.6,11,11,130,21,17,36,104,7,18,36,S,1
38987,1,13,20,71,F,H,131400,47750,27,5,21,2,13,14.4,11.19,10,10,128,21,13,32,78,6,16,32,S,1
39025,0,,26,7,M,H,128400,60584,26,8,10,3,5,8,7.2,8.33,10,52,16,14,35,41,6,16,16,A,1
39031,1,15,2,43,F,U,120000,60584,43,2,7,1,4,15,7.86,20,10,77,16,13,28,48,5,11,17,A,0
39083,0,,23,55,M,H,142400,40032,41,1,3,0,1,20,10,,20,81,26,10,21,29,4,4,11,A,0
189848,1,12,26,79,M,U,88500,40032,35,10,30,5,11,10,9.73,10,12,87,4,27,48,83,11,21,31,A,1
185030,1,10,3,80,M,H,82400,43600,22,4,13,2,6,12,10.15,12,4,122,18,16,37,73,6,16,29,S,1
37729,0,,9,87,M,U,88200,0,17,11,34,8,16,1.55,1.5,1.75,2,105,16,11,27,55,6,16,26,S,1
39217,0,,33,51,F,H,48800,55378,38,3,6,1,2,17.33,12.67,18,20,53,18,13,34,44,6,16,18,A,0
39257,1,25,18,27,U,H,109300,59874,37,2,8,2,4,15,9.25,15,20,68,16,14,31,54,6,14,19,A,0
39246,1,5,18,73,F,H,109300,59874,37,7,8,4,4,4.43,4.25,4.5,5,29,17,12,25,25,6,12,10,A,1
39277,0,,34,69,F,H,136300,72385,27,5,6,3,4,11.8,10.83,10.67,15,42,20,12,31,34,6,15,14,A,0
39289,0,,34,68,F,U,136300,0,27,3,32,3,17,10.33,6.91,10.33,15,124,21,13,31,78,6,16,32,A,1
37090,1,20,21,67,M,H,136300,91874,14,2,10,1,4,16,13.7,16,16,65,25,11,32,54,6,16,22,A,0
39326,1,8,34,39,F,U,136300,103549,27,5,8,3,4,8.8,7.75,8.67,10,41,17,14,35,40,6,16,15,A,1
39348,0,,3,,M,H,113600,40723,37,2,9,0,2,27.5,23.33,,30,112,15,13,33,61,6,6,28,A,0
39538,0,,26,76,M,U,112500,0,23,1,16,0,8,10,8.13,,10,130,26,9,26,66,4,4,27,A,1
12415,0,,21,63,M,H,64100,40208,25,11,17,7,11,30.27,29,31,20,57,15,31,51,79,6,17,22,A,1
39438,1,4,24,73,F,H,134400,41999,22,6,7,4,4,4.17,4.14,4,4,33,18,11,28,26,6,14,12,A,1
39530,0,,15,38,M,H,73900,41999,20,4,5,2,3,11.25,9.6,12.5,15,41,15,12,30,31,5,13,13,A,0
39479,1,4,27,64,M,H,128700,46332,28,10,26,5,13,4.6,4.11,4,4,124,15,11,33,73,6,17,31,S,1
39484,0,,21,69,F,H,63700,36364,24,4,4,3,3,7.5,7.5,6.67,10,29,18,13,26,24,6,12,10,A,1
39505,0,,23,59,M,H,158500,70410,30,4,6,3,4,10.75,9.17,11.33,12,45,21,12,28,33,6,14,14,A,1
39613,1,5,21,41,F,H,70100,49518,29,3,14,1,6,14,9.69,14,10,111,18,13,34,66,6,16,27,A,0
39761,0,,13,81,M,H,254700,76873,41,2,6,2,4,13.5,10.5,13.5,15,52,23,12,22,27,5,10,12,A,0
33393,1,10,35,46,F,H,157100,76873,47,2,2,1,1,22.5,22.5,20,25,33,26,11,29,27,5,13,11,A,0
39632,0,,35,58,F,H,164500,76873,26,6,18,4,10,8.83,7.22,8.25,10,80,20,13,32,63,6,16,24,S,1
39667,1,15,18,75,M,H,80900,38794,26,3,7,3,7,15,13.71,15,15,92,20,13,34,62,6,16,24,A,1
39770,1,20,12,,F,U,134200,61343,31,4,5,2,2,12.5,11,15,10,40,20,12,32,34,6,15,14,A,0
39816,0,,20,72,F,U,98700,0,29,1,4,0,2,30,14.75,,30,83,26,5,17,27,2,2,8,A,0
39862,0,,29,63,F,H,129200,71392,49,1,1,0,0,50,50,,50,16,16,12,17,14,5,5,6,F,0
38144,0,,8,75,F,H,129200,71392,26,3,10,2,7,12.33,8.4,12,13,105,18,15,34,63,6,15,27,A,1
39885,0,,20,27,M,H,95600,71392,32,4,6,2,4,11,9.33,11,12,44,18,9,22,27,4,10,10,A,1
39913,0,,29,,M,H,138600,68219,50,7,9,5,6,8.14,7.44,8.4,10,41,17,16,35,39,6,15,14,A,1
12515,1,20,33,78,M,H,55300,42295,23,7,24,5,9,13.14,11.46,14,15,110,17,30,48,98,6,17,33,S,1
39931,0,,23,57,F,H,406300,42295,46,2,2,2,2,25,25,25,25,24,17,13,23,21,6,11,9,N,0
39967,1,75,28,67,M,U,128900,52974,45,1,1,1,1,50,50,50,50,24,24,11,22,20,6,11,9,N,0
189749,1,10,17,75,M,U,109300,59226,24,4,15,3,10,10.75,9,10.67,11,68,4,10,18,33,4,8,14,E,1
40058,1,25,26,87,F,H,118700,42429,46,3,12,3,9,18,11.67,18,20,130,25,11,31,62,6,17,30,A,1
40055,1,25,26,81,F,U,118700,0,46,2,9,0,3,20,17.89,,20,81,15,13,34,62,6,6,23,A,1
40105,1,23,21,51,F,H,70000,40925,23,2,9,0,1,19,15,,15,68,17,13,32,54,6,6,21,A,0
40138,0,,33,37,M,H,59400,51926,48,1,7,0,3,20,13.86,,20,85,18,13,32,59,6,6,23,A,0
190377,1,24,0,,F,U,72000,0,0,4,19,2,9,24.5,17.89,24.5,24,106,16,4,12,40,2,6,19,E,0
39542,1,5,20,,F,U,89300,0,33,1,1,1,1,16,16,16,16,18,18,10,15,12,4,6,5,F,0
40193,0,,27,38,M,H,99600,63202,28,1,3,0,2,15,10.33,,15,67,22,10,17,22,4,4,9,A,0
40234,0,,33,51,F,U,69900,0,38,4,14,3,8,8.25,6.71,7.67,8,76,21,10,29,53,5,15,21,A,1
40224,0,,28,45,M,H,111700,35446,28,2,3,1,1,17.5,13.33,10,25,40,18,13,31,32,6,14,13,A,0
40335,0,,30,,F,U,53300,35446,23,4,5,3,3,6.25,7,6.25,6.25,32,19,14,28,27,6,12,10,A,0
40232,0,,33,79,M,H,69300,35446,38,2,12,0,4,25,13.33,,25,68,18,13,35,56,6,6,23,S,1
40283,1,25,27,42,F,H,80100,36946,37,3,15,1,9,35,15.2,30,25,124,18,13,35,78,6,17,33,S,1
10812,0,,28,,M,U,84700,0,34,6,26,4,11,14.33,11.77,14.5,14,75,5,31,50,90,7,18,26,S,1
40276,0,,26,54,F,H,74700,36946,41,9,22,5,10,4.78,4.64,4.4,5,88,15,15,37,62,6,17,26,A,1
40520,1,10,13,86,F,H,96500,44404,43,2,13,1,7,11,9.54,10,10,105,18,13,33,69,6,15,25,S,1
40313,0,,27,71,F,U,73600,0,25,2,7,0,2,30,15.86,,35,75,17,15,37,59,6,6,23,A,0
40341,1,15,18,73,F,H,90200,43310,28,3,8,1,3,14.67,10,16,16,65,17,13,27,46,6,12,16,A,0
40338,1,21,18,28,F,U,90200,0,28,3,5,2,3,15.33,12.4,15.5,15,41,26,10,32,35,5,16,15,A,1
39659,1,20,21,43,M,U,89700,43310,29,6,12,5,8,14,12.33,13.8,15,53,19,13,33,47,6,17,19,S,1
50640,1,5,39,76,M,H,90800,43310,24,4,18,1,13,7.75,6.06,6,8,127,15,9,24,57,4,10,23,S,1
39695,0,,17,60,M,U,87400,0,25,2,15,1,6,22.5,11.13,25,25,80,17,15,37,67,6,17,27,A,1
185153,0,,0,,F,U,80200,0,0,2,4,2,2,260,138.75,260,25,29,5,39,53,52,6,13,11,A,0
187639,1,10,23,,M,U,132700,0,30,3,6,2,5,10,8.33,10,10,43,21,6,14,18,2,6,8,E,0
40396,0,,40,72,M,H,107100,64434,37,4,20,1,10,6.5,5.2,6,6,128,21,10,31,71,5,15,31,A,1
40379,1,6,35,36,M,H,235700,64434,21,4,8,3,7,6.25,5.38,6.67,10,53,16,14,33,44,6,14,17,S,1
40383,0,,29,84,F,H,72400,64434,53,3,8,0,2,8,6.38,,7,74,15,12,31,45,6,6,17,A,0
40407,1,10,31,74,M,H,178500,69558,0,2,11,1,5,17,11.55,17,17,113,19,15,30,65,6,13,25,A,0
40421,1,5,24,58,M,H,127000,69558,41,8,26,6,12,7.38,6.27,5,24,68,18,14,34,59,6,17,22,S,1
40516,1,21,23,82,F,U,193800,79524,44,2,6,0,2,15,12.33,,15,70,15,12,32,53,5,5,20,A,0
40501,0,,13,67,M,H,325000,79524,56,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0
40566,1,17,17,56,F,U,153000,76025,7,6,7,1,1,12.17,10.86,17,15,38,18,14,34,35,6,15,13,S,1
40565,0,,11,49,M,H,179300,76025,31,4,6,1,2,9.25,7.5,6,15,40,20,12,31,35,6,16,15,A,0
8639,0,,31,73,M,H,84200,0,0,0,11,0,4,0,17.18,,25,67,14,36,36,83,5,5,20,A,1
40637,1,20,31,65,F,H,84200,0,0,6,20,4,11,19,12.5,19.75,24,124,22,13,35,65,6,17,30,S,1
40664,0,,24,79,F,H,83800,55882,44,2,11,0,7,19,11.75,,21,118,25,11,32,70,6,6,32,A,1
40659,0,,27,78,M,H,67200,55882,33,1,7,0,4,15,11.29,,6,79,16,13,32,53,6,6,21,A,1
2085,1,20,27,52,M,H,85200,55882,41,6,13,4,8,19.67,19.31,20.75,20,64,7,27,49,85,11,22,31,A,1
40655,1,20,26,61,M,H,81000,55882,50,1,9,0,5,20,11,,20,69,18,13,32,51,6,6,20,A,1
35581,1,15,12,68,M,U,90600,0,35,2,7,1,4,13,10.43,11,15,87,20,14,31,42,4,11,15,A,0
80946,0,,36,,F,U,65100,33583,38,2,5,1,3,52.5,39,50,55,76,18,8,25,41,4,13,18,A,0
40757,0,,24,85,M,U,83500,0,37,4,4,3,3,12.5,12.5,11.67,15,24,17,13,23,23,6,11,9,N,1
40804,0,,37,72,M,U,78800,33581,45,4,7,2,3,7.5,6.14,7.5,5,41,18,13,31,35,6,14,14,A,1
40820,0,,41,70,F,H,53500,33581,52,6,19,6,12,8,7.63,8,15,93,18,14,32,65,6,17,25,S,1
40845,0,,40,,F,H,88300,64275,34,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0
13424,0,,12,,F,U,96100,0,29,7,25,4,10,10.57,9.08,10.5,10,74,18,28,49,80,6,17,25,S,1
16871,1,20,34,75,M,U,148800,79249,20,2,12,1,4,20,14.75,20,20,69,23,12,33,59,6,16,22,S,1
40891,0,,36,77,F,H,93300,79249,39,4,6,2,3,50,50,50,50,57,25,13,35,51,6,17,21,A,0
40919,1,10,28,79,U,U,77200,44789,60,6,12,3,6,9.67,7.17,11,11,115,16,11,25,43,5,11,15,A,1
40968,1,17,40,,F,U,96100,0,36,3,6,2,5,16.67,13.67,17.5,20,51,17,13,34,45,6,16,18,A,1
40956,1,25,37,73,F,U,87600,52299,41,1,1,0,0,15,15,,15,15,15,7,9,9,2,2,3,E,0
11115,1,10,40,47,M,H,95400,52299,37,2,8,2,4,15,13.75,15,20,81,6,27,42,76,6,13,20,A,0
40977,0,,36,59,F,H,70000,52299,34,1,9,0,5,25,11.44,,25,122,18,13,29,62,6,6,27,A,1
41000,0,,29,,F,U,90700,0,59,3,5,2,4,20.33,18.2,15.5,30,41,26,13,35,38,5,16,15,A,0
39070,0,,33,56,M,H,92400,48226,30,1,3,0,1,25,21.67,,25,52,18,13,27,37,6,6,16,A,0
41434,1,5,10,50,M,H,78200,48226,38,3,17,2,7,9.67,6.59,8.5,5,130,17,12,31,72,6,15,29,A,1
41068,0,,24,,M,U,136500,0,37,2,4,1,1,14,11,13,13,39,17,13,32,32,6,14,13,A,0
40351,1,30,18,,U,U,107400,0,38,1,5,0,3,30,28,,30,93,17,15,28,56,6,6,21,A,0
41091,1,10,29,71,F,H,66100,66256,46,3,14,1,10,9,7.21,10,10,120,18,15,34,68,6,14,28,S,1
41089,1,5,28,75,F,U,88300,66256,33,3,24,0,10,9.67,7.08,,11,110,19,10,25,64,4,4,24,S,1
41078,0,,24,53,F,H,89100,66256,30,1,3,0,1,15,10.33,,15,52,18,10,24,32,4,4,11,A,0
41094,0,,30,,M,H,83200,66256,27,3,18,1,10,7.33,11.78,10,10,123,16,14,33,80,5,13,31,S,1
41222,1,20,21,32,M,U,95600,0,30,2,9,1,6,20,11.44,20,20,125,18,13,35,63,6,17,29,A,0
41187,1,15,10,,M,U,51400,0,15,2,2,2,2,15,15,15,15,28,21,11,22,23,4,10,9,A,0
43706,0,,20,,M,H,50800,32547,55,5,5,2,2,7.6,7.6,6.5,10,29,16,13,26,24,6,12,10,A,0
41221,0,,10,76,M,H,54500,56069,35,1,8,1,4,15,8.38,15,15,113,17,7,15,31,2,6,12,A,1
41243,1,12,16,75,F,U,55600,0,45,2,11,0,6,11,9.82,,12,102,20,13,33,64,6,6,26,A,1
33003,1,8,24,45,F,U,83100,51939,28,7,8,3,4,7.71,7.38,8,10,45,16,16,33,38,6,14,14,A,0
44604,0,,31,,U,U,57100,0,47,4,15,3,7,6.75,4.87,7.33,2,77,16,7,24,44,4,13,19,A,1
41288,1,9,8,84,M,H,46600,33286,25,9,11,6,7,5.11,5,4.83,6,41,17,7,23,27,4,14,13,S,1
41312,1,23,9,67,F,H,57700,33286,30,1,11,0,6,17,11.09,,17,123,18,15,34,71,6,6,31,A,1
41295,0,,8,59,F,U,73000,33286,42,2,6,2,3,9,4.83,9,3,52,18,11,27,34,5,11,13,A,0
41332,0,,25,,F,U,55000,0,14,1,7,1,6,20,15.71,20,20,104,21,12,31,66,6,15,25,A,1
41325,1,12,16,34,F,U,80300,0,34,5,6,1,2,6.2,5.67,7,7,41,18,12,27,25,6,12,11,A,0
41022,0,,25,71,M,U,55000,34909,14,1,1,1,1,15,15,15,15,16,16,11,16,13,4,6,5,F,0
41384,1,12,21,46,F,H,55600,48602,35,5,14,3,6,12,9.43,12.67,13,77,19,13,34,59,6,16,23,S,1
41376,0,,16,56,F,U,59700,0,37,4,4,2,2,12.25,12.25,12,14,32,17,13,29,28,6,13,11,A,0
41396,0,,21,62,F,H,60700,37692,37,2,6,1,3,17,14.5,16,18,81,21,12,32,55,6,16,23,A,0
41448,1,15,3,55,F,U,150300,0,31,5,7,2,3,11.4,9.86,11,12,44,17,15,33,37,6,15,15,A,1
41445,1,35,12,45,M,H,100700,61534,26,1,2,0,0,20,17.5,,20,35,26,9,25,24,4,4,10,A,0
41463,0,,21,43,F,H,32500,35460,19,1,1,0,0,20,20,,20,20,20,10,17,14,4,4,6,F,0
41482,1,5,30,72,F,H,51300,35460,34,7,17,4,11,5,3.41,5,5,125,18,11,30,60,6,16,28,A,1
41545,1,5,18,,M,U,65800,0,25,4,19,2,9,6.5,5.79,7,5,105,15,13,29,64,5,12,25,S,1
41512,0,,12,34,F,H,90600,61471,25,2,8,2,4,20,17.63,20,20,52,19,14,36,50,6,17,19,A,0
41537,1,50,18,36,F,U,74200,0,35,6,7,3,3,15.83,14.29,16.67,15,44,17,13,31,37,6,15,15,A,1
190626,1,10,30,68,M,U,76800,59625,44,2,14,2,11,14,8.79,14,10,130,22,12,31,73,6,16,31,S,1
41569,1,18,3,72,F,H,107900,82495,11,3,6,1,2,14.33,10,16,18,53,17,15,36,45,6,16,18,A,0
11048,0,,7,73,F,H,76900,82495,31,5,12,4,7,10,7.92,10,10,65,17,19,35,68,6,15,19,A,0
41604,1,10,12,73,F,H,91900,55485,37,3,13,2,8,10.67,8.31,11,12,81,17,8,20,41,4,10,15,S,1
41614,0,,17,36,M,H,60900,43639,29,3,6,2,5,18.67,16.17,19,20,112,21,13,29,54,6,14,22,A,0
41347,0,,17,,U,U,60900,0,29,2,4,1,1,20,20,25,15,35,18,14,32,32,6,15,13,A,0
40786,1,5,37,72,M,H,116300,0,42,3,16,1,9,5.67,11.38,5,5,91,18,13,31,59,5,13,22,S,1
13004,0,,10,27,F,U,33100,36433,30,4,25,2,12,10,9.48,10,10,105,16,25,41,88,5,14,30,A,1
41661,0,,16,,F,U,57600,0,39,2,2,0,0,10,10,,15,20,15,12,19,16,5,5,7,N,0
41666,1,5,13,52,F,H,149500,45345,40,5,5,4,4,11.4,11.4,11.25,11,32,22,12,31,30,6,15,13,A,0
41699,0,,20,7,M,U,61300,45345,47,4,17,2,12,13,12.06,16,10,127,18,14,35,79,6,16,32,S,1
57017,1,20,36,,F,U,48400,0,41,1,1,1,1,20,20,20,20,23,23,10,17,15,3,6,5,N,0
41715,1,3,9,,U,U,69600,0,34,7,10,2,4,3.57,3.3,3,5,45,18,12,31,35,6,15,15,A,1
11011,1,20,21,71,M,H,55900,53090,36,4,18,4,8,15,12.61,15,15,75,5,30,52,90,7,18,25,A,1
41731,0,,5,65,F,H,59800,60060,37,4,4,2,2,10,10,10,10,24,18,13,23,22,6,11,9,N,0
41922,0,,5,,U,U,59800,0,37,2,2,1,1,55,55,60,60,20,16,14,21,20,6,9,7,N,0
41936,1,13,5,,U,U,110300,0,47,5,9,3,5,13.2,14.44,13.33,15,79,18,10,25,37,4,11,13,A,1
41981,0,,23,36,F,U,109400,35178,31,4,17,3,8,13,8.76,13.33,10,123,18,14,36,79,6,17,33,A,1
41785,1,17,23,69,F,H,97200,62369,38,5,10,3,7,14.8,11.2,13,20,56,16,15,33,46,5,15,20,S,1
41834,0,,29,7,M,U,59300,0,43,3,35,3,21,10,6.74,10,10,129,26,9,30,80,4,14,32,A,1
41839,0,,10,87,F,H,59300,40993,54,6,22,4,12,6.83,6.36,6.25,10,126,18,9,26,68,4,13,28,S,1
41819,1,15,10,49,M,H,46700,40993,36,2,2,0,0,10,10,,15,32,20,10,22,23,4,4,7,A,0
45390,1,20,20,7,F,U,98900,0,32,2,11,0,3,15.5,12.27,,15,85,26,10,31,63,5,5,24,S,1
186,0,,0,,F,U,91000,0,0,12,76,4,23,10.83,8.82,11,11,125,15,28,50,131,10,21,46,S,1
41905,1,15,10,,F,U,46900,0,45,3,20,2,10,6.67,6.6,6,6,111,18,13,32,73,6,15,28,S,1
14638,1,60,29,,M,U,112800,0,49,2,5,0,0,50,33,,50,56,25,15,32,60,6,6,18,A,1
41899,1,10,8,,M,U,61800,0,42,5,13,3,7,10,7.85,10,10,88,24,11,32,57,6,17,24,A,1
41921,0,,5,69,F,H,60800,47060,29,2,2,1,1,25,25,25,25,20,17,13,19,18,6,9,7,N,0
41920,1,15,10,55,M,H,46700,47060,36,1,1,0,0,15,15,,15,20,20,10,16,15,4,4,5,F,0
41986,0,,8,37,F,H,53800,39703,39,1,1,1,1,50,50,50,50,16,16,12,17,14,5,7,6,F,0
42021,0,,10,39,M,H,42900,32350,35,2,2,0,0,12.5,12.5,,20,31,20,11,22,22,4,4,7,A,0
3214,0,,12,7,M,H,0,0,41,3,13,1,5,16.67,16.38,25,25,81,4,30,52,82,7,18,28,A,1
186731,1,15,0,63,F,U,51200,0,28,1,16,1,14,15,11.13,15,15,112,18,9,17,45,2,6,20,E,1
42055,0,,7,,F,U,69000,0,0,1,5,0,4,20,15.2,,20,88,26,9,25,50,4,4,18,A,1
45008,1,10,8,51,F,H,65100,40114,43,3,10,1,5,18.33,10.9,15,20,65,16,13,35,54,6,17,21,A,1
45065,0,,29,,F,U,60100,45905,40,3,4,3,4,19,15.5,19,25,41,16,13,33,35,6,16,15,A,1
45047,0,,10,65,F,U,58400,45905,37,2,13,1,4,15,14.31,15,15,86,19,13,33,66,6,15,24,S,1
1292,1,15,29,47,M,H,69200,53046,44,3,5,2,2,9,7.6,10,7,57,18,15,31,40,6,14,15,A,1
45116,1,5,13,84,M,U,164200,53046,43,6,23,3,15,5,4.91,5,5,130,15,7,27,73,4,14,31,S,1
45101,1,3,22,,F,H,117300,53046,39,7,8,6,7,4.29,4.13,4,3,33,4,13,27,29,7,15,13,S,1
8330,1,5,29,72,F,H,74200,43877,49,1,11,0,5,5,5.73,,5,92,5,24,41,70,4,4,17,A,0
45134,1,12,28,83,M,U,73600,43877,43,4,12,3,8,14.25,12.67,15,12,110,18,8,25,52,4,13,22,S,1
41575,0,,2,86,U,U,73800,0,37,4,11,1,5,10,10,10,10,105,17,14,33,64,6,15,26,A,1
2194,1,4,0,37,M,H,100600,50524,0,7,15,6,10,4.43,4.07,4.5,4,63,12,21,40,59,9,19,25,S,1
45158,1,10,28,63,F,H,91700,50524,38,6,14,4,9,9.67,8.5,9.5,10,89,19,13,35,62,6,17,25,S,1
45313,0,,16,73,U,U,67500,0,33,3,6,2,3,13.67,11,15,15,93,20,12,29,50,6,13,20,A,0
45305,0,,8,75,M,U,71200,0,41,3,5,2,3,49.67,44.8,51.5,53,41,22,13,35,37,6,17,16,A,0
14388,1,10,16,35,M,U,86500,0,37,8,30,6,17,4.75,6.27,4.83,4,143,20,11,30,83,5,15,29,S,1
45327,0,,16,,M,U,86500,0,37,1,1,1,1,15,15,15,15,21,21,8,15,13,3,6,5,F,0
187748,1,7,0,,U,U,86500,0,0,5,8,4,5,9.8,8.38,9.5,6,52,16,7,15,23,2,6,9,E,1
15017,1,18,0,,F,U,76200,46993,26,4,21,2,12,11,8.76,11,12,75,17,5,13,30,2,6,13,E,1
45356,1,8,7,77,M,H,76200,46993,41,6,23,3,10,8,6.61,8,8,104,18,12,33,72,5,15,28,S,1
45351,1,25,28,68,F,U,96900,0,45,2,4,1,2,24.5,26,20,20,52,20,13,34,45,6,17,20,A,0
12955,0,,29,70,M,U,88000,0,49,4,15,2,7,10.75,8.67,11.5,11,86,17,20,40,71,6,16,23,S,1
45367,1,30,2,32,M,U,117200,0,38,1,1,1,1,25,25,25,25,23,23,10,20,19,4,8,7,N,0
45385,0,,16,,F,U,66000,0,34,7,12,3,6,5.86,4.83,4.33,7,57,17,13,35,46,6,17,19,A,1
45551,1,15,21,,U,U,0,0,0,2,2,2,2,12.5,12.5,12.5,15,31,16,11,25,22,4,10,9,A,0
45201,1,11,4,,M,U,81700,0,28,3,3,1,1,7.67,7.67,5,11,23,15,11,18,16,5,8,7,N,0
42068,1,10,37,79,F,H,64500,35761,45,7,8,5,6,9.21,8.69,7.9,10,41,15,13,34,36,6,16,15,A,1
42096,1,20,30,,F,U,35500,44656,43,1,1,0,0,20,20,,20,20,20,10,17,15,4,4,6,F,0
42176,1,10,26,83,F,H,75900,49133,40,5,20,2,9,6,6.1,5,5,121,16,7,20,53,4,11,22,S,1
42165,1,10,40,,M,U,73400,0,39,3,6,0,1,18,16.5,,19,65,18,13,34,53,6,6,20,A,0
42206,0,,40,38,F,H,81000,63299,36,1,8,1,4,15,9.38,15,15,77,17,13,32,52,6,15,20,A,0
42291,1,15,48,,M,U,56800,0,48,2,19,1,9,12.5,10.53,10,15,130,19,13,35,76,6,17,32,A,1
42279,1,5,41,64,F,H,40000,34341,38,6,10,4,5,6.33,5.6,6.25,5,53,18,12,30,37,6,16,16,S,1
42336,0,,36,48,F,U,63500,0,37,4,15,2,9,6.25,5.22,6,6,114,17,11,31,64,5,14,28,S,1
188778,1,20,0,41,U,U,63500,0,0,3,8,0,5,16.67,13.25,,20,113,5,14,34,60,6,6,25,A,0
42342,0,,37,,F,H,46900,33065,34,4,19,2,14,7,5.84,8,0,124,14,14,31,71,5,12,27,S,1
190562,1,10,0,79,F,U,69500,34943,17,4,16,3,9,9.25,5.94,10,10,105,15,6,22,55,3,11,23,A,1
42419,1,23,53,82,M,H,51700,35314,68,2,14,0,7,22,9.29,,23,130,18,13,35,75,6,6,32,A,1
42399,0,,42,63,F,U,93800,35314,38,1,1,1,1,25,25,25,25,17,17,11,16,14,5,7,6,F,0
42444,0,,49,69,M,H,64800,36042,24,9,27,4,11,6.22,5.48,5.5,6,68,18,13,35,59,6,17,23,S,1
42462,0,,43,46,M,H,69600,36042,42,6,16,5,11,11.67,9.69,11.6,6,114,15,14,33,65,6,17,29,S,1
1264,0,,28,71,M,H,68900,36042,41,1,2,1,1,15,10,15,15,56,23,8,19,24,3,8,9,N,0
42344,0,,30,37,F,H,60800,36042,32,2,4,0,1,13,10.5,,16,42,20,12,32,33,6,6,14,A,0
42443,0,,43,,F,U,75000,36042,26,1,9,0,3,25,18.89,,25,67,18,13,33,56,6,6,21,S,1
42478,0,,40,73,F,H,42400,44003,42,1,3,0,0,15,12.33,,15,52,18,11,22,31,4,4,11,A,0
42501,1,15,53,77,F,H,33500,32263,21,3,5,1,2,9.67,9.8,11,15,40,18,12,32,35,6,15,14,A,1
42509,1,12,33,75,M,H,69800,32263,52,2,12,0,7,10,10.33,,10,89,18,14,33,61,5,5,22,A,1
42499,1,10,48,68,M,H,68000,32263,40,4,6,4,4,7.5,6.67,7.5,5,33,18,12,28,28,6,15,13,S,1
8436,0,,37,84,F,H,60300,40839,52,1,19,1,4,15,13.26,15,15,198,17,16,30,61,8,15,19,A,0
42543,1,20,46,,M,U,41900,34330,16,4,4,2,2,8.75,8.75,8,14,27,18,16,29,27,6,12,10,A,1
42548,1,11,41,73,F,H,39800,17589,24,2,13,0,9,11,8.77,,11,126,18,14,33,68,5,5,28,A,1
42574,0,,22,68,F,H,81900,39664,51,1,10,1,6,15,11.3,15,15,101,20,11,26,63,4,10,26,A,1
188283,0,,27,79,F,H,101000,39664,34,3,19,1,11,8.33,7.53,5,10,131,6,22,42,83,7,16,33,A,1
11543,0,,28,59,F,H,58600,36879,43,3,13,3,5,16.33,13.46,16.33,20,56,17,23,43,71,6,17,21,A,1
42589,1,15,28,69,F,H,82200,36879,44,2,4,2,3,12.5,9.75,12.5,15,53,17,14,33,41,6,14,15,A,0
33190,1,11,24,44,F,U,101000,0,40,4,25,2,13,10.75,7.16,11,12,102,21,14,33,71,6,15,27,S,1
42618,0,,28,77,F,H,78700,55303,44,3,13,1,7,11,7,15,15,122,21,13,34,67,6,16,27,A,1
4300,0,,0,68,M,U,71200,38464,0,5,61,3,17,15.4,10.64,16,15,123,15,38,56,122,6,14,26,A,1
42686,1,20,28,,F,H,82400,46780,63,1,1,1,1,20,20,20,20,21,21,11,18,16,4,7,6,F,0
10895,0,,28,72,M,H,75000,46780,40,2,10,0,2,22.5,13.1,,25,65,18,20,37,65,4,4,18,A,0
42689,1,4,29,,F,U,71100,0,51,7,7,4,4,3.86,3.86,3.5,5,34,21,12,29,30,6,15,13,A,1
